지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2)
136,안동,2014-04,13.9,21,6.9,27.2,1.4,60,26.5,1.7,7.1,12,227.1,57.67,496.38
136,안동,2014-05,18.6,26.2,11.2,34.9,3.8,22.9,13,2,8.1,13.9,310.5,70.94,790.51
136,안동,2014-06,21.7,27.5,17.1,32.2,14.4,49.5,14.5,1.8,5.5,12.2,185.7,42.28,599.34
136,안동,2014-07,25.4,31.1,20.9,35.6,17.8,69.4,18.5,1.8,7.4,13.5,206.5,46.29,601.46
136,안동,2014-08,23.2,27.8,20,34.1,14.4,348.8,87,1.5,6.5,10.6,135.8,32.36,434.09
136,안동,2014-09,20,26.2,15.6,29.9,11.2,121.5,95.5,1.3,5.8,9.4,190.3,51.05,492.05
136,안동,2014-10,13.2,20.3,7.7,25.2,1.4,140.5,63.5,1.1,6.3,10,202.3,57.9,421.87
136,안동,2014-11,7.1,13.4,1.9,18.4,-5.1,49.9,28,1.3,9.1,14.9,176.4,57.31,287.63
136,안동,2014-12,-2.4,2.9,-7.1,10,-13.4,9.8,5,2.2,8.7,16.6,216.9,71.89,257.87
136,안동,2015-01,-.8,4.7,-5.9,10.3,-13.1,15.8,3.5,1.7,7.2,14.6,219.5,70.92,279.11
136,안동,2015-02,1.2,7.1,-4.2,12,-12.5,17.7,10.5,2.1,8.7,15.4,212.9,70.08,327.78
136,안동,2015-03,6.6,14.1,-.7,22.9,-7.9,39.3,32,2.1,8.9,16.7,289.4,78.05,534.35
136,안동,2015-04,12.6,18.8,6.8,28.9,1.4,66.5,12,1.8,8.6,17,190,48.26,453.69
136,안동,2015-05,19.3,26.8,11.6,33.1,4.9,26.1,14,1.8,8.5,15.5,316.6,72.37,724.63
136,안동,2015-06,22,28.4,16.4,33.9,11,135.4,43,1.6,5.8,10.9,221.4,50.41,580.09
136,안동,2015-07,24.6,29.3,20.6,35.1,15.7,123.5,52,1.8,6.1,9.8,215.6,48.32,555.56
136,안동,2015-08,24.9,30.8,20.6,37.2,17.3,161.2,62,1.3,6.6,11.2,233.7,55.66,531.78
136,안동,2015-09,19.8,26.2,14.4,30.1,9.8,11.6,4.5,1.5,6.1,9.9,206.7,55.4,476.2
136,안동,2015-10,14.1,21.6,7.9,27.1,-3.5,44.7,22.5,1.5,6.2,11.8,252.3,72.17,434.87
136,안동,2015-11,9,13.5,5.3,20.9,-3.7,91.7,18.5,1.3,8.7,14.4,87.9,28.56,182.27
136,안동,2015-12,1.9,7.1,-2.6,12.2,-11.4,21.6,7.5,1.5,7.9,15.5,158,52.37,216.57
136,안동,2016-01,-2.3,3.2,-7.5,13,-15.7,6.8,3.8,2,9.4,16.3,221,71.45,286.03
136,안동,2016-02,.8,6.9,-4.8,18.1,-13,32.8,23.4,2.1,7.7,13.7,218.9,69.51,346.58
136,안동,2016-03,7.1,13.9,.7,21.6,-8.2,45.8,34.2,1.6,6.4,10.6,235.1,63.25,478.89
136,안동,2016-04,14,20.9,7.6,27.3,1.8,126.3,30.8,2,9.5,17.9,240,60.84,524.14
136,안동,2016-05,19,26.4,11.4,31.1,5.5,51.4,15.7,2,10.6,18.9,313.5,71.54,688.14
136,안동,2016-06,23.2,28.8,17.9,33.1,10.7,43.4,23.1,1.8,6.8,12,253.9,57.81,601.08
136,안동,2016-07,25.4,30.5,21.4,35.6,18.1,274.5,78.6,1.5,5.3,9.1,229.7,51.53,535.64
136,안동,2016-08,26.7,33.4,21.8,37.8,13,38,20.1,1.8,7.1,14.8,289.3,69.05,609.4
136,안동,2016-09,21,25.7,17.4,31.1,9.6,166.8,84.8,1.2,5.5,9.6,107.7,34.92,313.86
136,안동,2016-10,15,20.3,11.5,27.8,3.1,83.8,32.9,1.2,6.2,10.3,138.5,39.7,297.15
136,안동,2016-11,6.7,12.6,1.5,20.2,-6.3,16.6,7.4,1.3,6.6,11.6,177.5,57.8,262.98
136,안동,2016-12,1.7,7.4,-3.6,13.3,-10,48.2,17.3,1.5,7.5,13.5,187.5,62.19,242.49
136,안동,2017-01,-1,5.2,-6.7,12.5,-14.5,3.8,2.1,1.8,7.1,14.1,226.8,73.23,302.19
136,안동,2017-02,1,7.4,-5.5,14.7,-9.7,25.2,12.4,2.1,7.6,12.8,234.5,77.06,383.9
136,안동,2017-03,6.2,13.2,-.2,20.3,-5.1,27.4,21.5,1.8,7.2,13.3,246.8,66.49,471.58
136,안동,2017-04,14.1,21.3,7,30.6,1.6,83,33.3,1.9,7.1,14.6,276.2,70.07,571.58
136,안동,2017-05,19.4,26.8,12.2,33.5,7.8,22,9.3,1.9,7.4,18.8,306.7,70.05,682.29
136,안동,2017-06,22.3,29.7,16,35.3,9.9,24,11.5,1.9,7,12,304.3,69.29,668.32
136,안동,2017-07,26.1,30.9,22.5,35.1,17.2,454.4,99.7,1.3,6.4,14.5,201.3,45.15,484.43
136,안동,2017-08,25.1,29.9,21.3,36.6,13.2,129.2,29.5,1.5,5.6,11.3,226.2,53.93,498.36
136,안동,2017-09,20,26.4,14.7,29.6,7.7,91.6,49.2,1.3,6.6,11.1,242.7,65.14,491.08
136,안동,2017-10,14.7,20.9,10.1,28,-2.1,68.5,24.2,1.3,6.3,11.5,194.5,55.71,352.17
136,안동,2017-11,5.5,12.5,-.5,20.2,-6.6,.3,.3,1.6,8.1,14.7,238.6,77.57,318.75
136,안동,2017-12,-1.7,4.2,-7.2,10.4,-14.2,9.4,7.9,2,9.9,16.6,242.6,80.44,280.13
136,안동,2018-01,-3.1,2.5,-7.8,10.8,-18.2,15.1,8.5,2,8,14.2,233.7,75.48,296.22
136,안동,2018-02,-.7,5.9,-7.1,14.3,-15,18.3,18.1,2,7.5,13.1,239.6,78.82,364.52
136,안동,2018-03,7.9,14.7,1.4,23.7,-5.3,93.5,29.5,1.9,8.8,16.1,243.7,65.69,466.16
136,안동,2018-04,13.8,20.9,6.6,31.4,.3,148.7,39.5,2.1,7.7,14.1,251.7,63.9,604.79
136,안동,2018-05,18.4,24.7,12.2,31.5,3.2,98.1,20.9,1.7,8.6,16.3,235.8,53.87,659.04
136,안동,2018-06,22.7,28.6,17.5,34.5,12.7,48.5,37.1,1.6,5.7,9.8,224.2,51.05,634.73
136,안동,2018-07,27.5,32.7,22.8,38.9,14.3,154,98.5,1.6,5.6,9.9,275.6,61.79,711.72
136,안동,2018-08,27.3,33,22.8,38.8,17.5,249.9,69.9,1.8,7,14.1,241.1,57.46,596.48
136,안동,2018-09,19.8,25.2,15.5,29.7,9.5,93.7,50.8,1.3,5.9,10.3,177.4,47.59,443.06
136,안동,2018-10,12.3,19.1,7,25.2,.4,108.8,48.8,1.3,6.9,13.3,213.1,60.99,441.63
136,안동,2018-11,6.8,13.9,1.7,20.3,-4.4,29.8,24.7,.9,6.7,12.7,158.5,51.49,290.14
136,안동,2018-12,-.2,5.9,-5.6,14.9,-13.9,19.6,11.9,1.5,6.5,12.8,204,67.62,285.37
137,상주,2010-01,-2.6,2.4,-7,9.8,-12.3,17,7.5,2.5,10.3,17.7,185.5,59.82,
137,상주,2010-02,1.1,6.1,-3.1,17.3,-11.3,69,24.5,1.9,8.2,12.5,127.5,41.91,
137,상주,2010-03,4.6,9.2,.7,16.8,-3.4,71.3,18,2.3,11.2,20.1,127,34.23,
137,상주,2010-04,9.8,15.9,3.9,26.7,-3,51.9,18,2.3,10.5,19.3,176.5,44.82,
137,상주,2010-05,17.6,24.4,11,31.7,4.9,120.7,46.5,1.7,6.9,12.4,228,52.14,
137,상주,2010-06,23,29.2,17.2,32,6.4,31.6,9,1.2,4.7,9,219.9,50.21,
137,상주,2010-07,25.4,29.9,21.9,35,18.7,167.2,49,1.2,5,10.6,119.8,26.88,
137,상주,2010-08,26.5,31.3,23.5,34.7,20.7,373.1,73,1.1,7,14.4,106,25.27,
137,상주,2010-09,20.9,26.7,17.2,33.3,7.1,149,35,1,5.9,11.3,122.2,32.77,
137,상주,2010-10,13.3,19.8,8.1,24.4,-3.8,23.6,10,1.2,6.2,11.1,152,43.48,
137,상주,2010-11,5.8,12.6,0,18.4,-6.3,10.1,7.5,1.8,8.3,16.3,204.8,66.47,
137,상주,2010-12,-.6,4.4,-5.2,15.6,-12.6,27.2,17,2.3,10.4,18.9,173.9,57.62,
137,상주,2011-01,-5.1,-.5,-9.2,3.6,-15.8,2.1,1.2,3.1,11.1,18.7,217,70,
137,상주,2011-02,1.8,7.7,-3.8,16.3,-9.8,52,47.5,1.8,6.2,10.5,168.2,55.33,
137,상주,2011-03,4.9,10.8,-.4,21.2,-5.3,15,13,2.9,10.2,17.9,256.1,69.07,
137,상주,2011-04,11.5,18,5.5,26.4,-1.4,75.1,27.5,2.3,8.4,16.3,206.5,52.49,
137,상주,2011-05,17.3,23.5,11.7,28.8,7.5,144.4,82.5,1.7,8.4,16.5,175.8,40.23,
137,상주,2011-06,22.6,28.4,17.5,32.9,14.2,271,128.5,1.4,5,11.3,187.3,42.76,
137,상주,2011-07,24.9,29.2,21.9,33.7,19,283.4,99,1.1,5.6,11.7,93.1,20.88,
137,상주,2011-08,24.7,29.3,21.6,33.2,16.8,198.8,49,1,5.2,12.8,84.3,20.09,
137,상주,2011-09,19.9,25.5,15.3,32.8,7.2,59,31,1,4.8,9.3,145.5,38.99,
137,상주,2011-10,12.4,19.3,6.9,24.2,-1.5,53.1,37.5,1.2,6.7,13.3,177.3,50.69,
137,상주,2011-11,9.4,14.5,5.3,25.2,-4,84.8,45.5,1.5,8.9,17.1,126,40.9,
137,상주,2011-12,.2,4.7,-4,9.4,-9.4,11.8,10,2.4,8.1,15,194.3,64.36,
137,상주,2012-01,-1.7,2.8,-6,8.7,-12.1,20.8,13.2,2.1,7.3,12.7,180.5,58.24,
137,상주,2012-02,-1.6,3.9,-6.7,12.2,-15.7,.5,.4,2.3,8.5,16.8,194.4,61.69,
137,상주,2012-03,5.5,10.5,.8,19.9,-5.7,74,24,2.5,11,19.8,192.7,51.86,
137,상주,2012-04,12.9,19.5,6.7,28.9,-1.1,81.4,36,2.4,11.9,23.1,229.1,58.09,
137,상주,2012-05,18.5,25,12.9,29.1,8.8,63.8,35,1.4,6.8,12.8,244.8,55.93,
137,상주,2012-06,21.9,27.4,17.4,31.4,13.6,55.7,28,1.2,4.4,9.2,186.6,42.59,
137,상주,2012-07,25.3,29.8,21.7,35,18.9,271.8,96,1.2,7.8,15.5,199.8,44.86,
137,상주,2012-08,25.5,30.3,22.1,35.5,17.7,324.3,67.5,1.1,8.7,16.4,158.5,37.83,
137,상주,2012-09,19,24.6,15,28.2,8,303.1,141,1,6.9,12.1,166,44.6,
137,상주,2012-10,12.8,20,7,24.4,2,45.1,26.5,1.2,6.7,12.2,222,63.63,
137,상주,2012-11,5.3,10.5,1,15.1,-4.7,40.3,20.5,2,8.5,17.1,165.3,53.74,
137,상주,2012-12,-3.3,1,-7.3,7,-13.7,42.2,20.5,2.3,9.8,17.8,180.4,59.77,
137,상주,2013-01,-3,1.5,-7.4,10.3,-15.4,38.5,27,2.3,9.4,16.8,180.4,58.1,
137,상주,2013-02,-.2,5.1,-4.6,16.3,-15,29.8,18,2.3,9,16.2,180.2,59.22,
137,상주,2013-03,6.7,14.1,-.1,25.9,-4.4,43.1,17.5,2.3,9.5,16.3,257.9,69.46,
137,상주,2013-04,10.1,16.7,4,28.8,-1.5,71.4,27.5,2.4,8.8,16.3,235.4,59.75,
137,상주,2013-05,18.4,25.4,12,31.7,4.8,105.6,40,1.6,6.3,12.8,269.5,61.6,
137,상주,2013-06,22.9,28.7,18.4,31.9,13.4,125.7,91.5,1.1,4.3,8.1,215.9,49.28,
137,상주,2013-07,26.2,31.2,22.7,34.6,21.1,157.2,62.5,1.2,8.7,17.4,168.6,37.85,
137,상주,2013-08,26.7,32.7,22.4,35.6,18.4,114,42.5,1.1,6.3,12.6,247.5,59.06,
137,상주,2013-09,20,26.4,15.4,31.1,7.9,133.7,36.5,.8,3.9,9.1,168.6,45.25,
137,상주,2013-10,14.3,21.7,8.7,27,2,52.6,35.5,1.1,6.5,12.2,210.2,60.21,
137,상주,2013-11,5.7,11,1.4,20.7,-5,54,17.5,1.9,8.9,18.8,175.1,56.85,
137,상주,2013-12,1,5.4,-3.2,11.1,-8.7,18.7,7.2,2.2,7.8,14.7,180.6,59.84,
137,상주,2014-01,-.1,5.6,-5.4,10.5,-11,7.7,4.7,1.9,7.3,13.2,204.4,65.91,
137,상주,2014-02,1.6,7.5,-3.6,16.4,-9.4,7.4,4,1.5,6.4,10.8,140.6,46.22,
137,상주,2014-03,7.7,13.7,1.9,25.5,-5.1,88.2,21.5,2,8.4,14.5,211,56.87,
137,상주,2014-04,13.6,20.6,7.5,27.2,-.6,73.3,34.9,1.6,7.9,14,217.2,55.15,
137,상주,2014-05,19,26.3,12.2,35.8,3.7,25.6,10.8,1.7,6,13.9,316.2,72.31,
137,상주,2014-06,22.1,27.9,17.7,31.9,14.8,79.9,26.1,1.2,4.6,9,174.6,39.86,
137,상주,2014-07,25,30.2,21,34.5,17.5,107.1,46,1.2,4.7,11.5,189.3,42.48,
137,상주,2014-08,23.1,27.5,19.9,33,13.8,433.3,90.1,1.1,5.8,13.1,127,30.28,
137,상주,2014-09,19.9,26,15.3,29.9,9.1,116.7,85.4,.9,4.1,7.8,183.8,49.3,
137,상주,2014-10,13,20.4,7.4,25.6,1.4,161.3,78.8,.9,4.9,10.5,200.2,57.28,
137,상주,2014-11,8.2,13.9,3.3,19.7,-2.7,64.5,36.2,1.4,9,16.7,168.3,54.63,
137,상주,2014-12,-1.1,3.3,-5.2,10.7,-11.7,19.9,9.2,2.6,11.4,20.3,191.9,63.59,
137,상주,2015-01,.2,4.7,-3.7,10.3,-8.7,26.1,7.6,2.2,8.1,14,181.9,58.68,
137,상주,2015-02,2,7.2,-2.3,12.2,-11.1,39,28.7,2.3,9.4,17.1,186.6,61.38,
137,상주,2015-03,7.6,14.5,.8,24.9,-6.4,43.5,35.8,2.3,10.2,17.7,269.2,72.6,
137,상주,2015-04,13.1,19.2,7.6,28.9,2.6,90,18.9,1.6,8.6,15.3,179.3,45.57,
137,상주,2015-05,20.2,27.2,13.4,33.7,6.1,18,5.5,1.7,7.7,14.1,308,70.48,
137,상주,2015-06,22.9,29.3,17.6,34.3,9.9,125.2,50.3,1.1,4.8,11.5,213.3,48.7,
137,상주,2015-07,25,29.9,21.2,36.3,15.2,150.7,46.3,1.1,5.7,13.6,203.6,45.66,
137,상주,2015-08,25.6,31.3,21.3,36.6,17.6,45,22,1,9.3,16.2,219.8,52.38,
137,상주,2015-09,20.3,27.2,14.6,30.2,10.4,30.9,20,.9,4.9,8.4,207.7,55.67,
137,상주,2015-10,15,22.2,9.1,27.3,-.5,69.1,37.9,1.3,6.4,15,238.4,68.15,
137,상주,2015-11,9.7,13.5,6.3,21.4,-1.8,120.7,26.3,1.2,7.7,12.6,82,26.61,
137,상주,2015-12,2.6,7.3,-1.3,12.1,-7.4,42.1,9.5,1.6,7.8,14.2,145.8,48.29,
137,상주,2016-01,-.9,3.2,-4.8,14,-15.1,11.7,7.1,2.4,9.2,16.3,185,59.7,
137,상주,2016-02,1.6,6.9,-2.8,14.2,-6.9,36.6,19.1,2.4,7.9,13.9,178.7,56.71,
137,상주,2016-03,8,14.2,2.1,22.4,-6.4,56.3,36.7,1.9,5.8,10.9,211.4,56.89,
137,상주,2016-04,14.7,21.8,8.4,29.5,3.5,164.4,41.7,1.7,9.4,18.2,209,52.99,
137,상주,2016-05,19.8,27.3,12.7,32.1,8.4,52.8,22.3,1.6,7.7,18.2,280.8,64.15,
137,상주,2016-06,23.7,29.5,18.8,33.8,11.3,47,29.4,1.2,5.1,9.7,204.2,46.61,
137,상주,2016-07,25.9,31.2,22,35.9,19.3,313.6,89.1,1,4.5,9.9,165.6,37.19,
137,상주,2016-08,27.1,33.6,22.3,37.2,15.6,116.3,46.9,1.1,6,12.7,249.6,59.6,
137,상주,2016-09,21.3,26.4,17.8,31.9,10.4,162,91.6,.7,3.6,7.7,113.2,30.42,
137,상주,2016-10,15.3,20.8,11.5,28.8,3.6,106.2,37.1,1,4.3,8.8,114.4,32.79,
137,상주,2016-11,7.1,12.8,2.1,20.9,-4.8,22.9,11,1.4,6.2,9.6,159.2,51.77,
137,상주,2016-12,2.5,7.3,-1.7,14.4,-6.4,46.4,22,1.9,7.8,14.2,149.6,49.57,
137,상주,2017-01,.1,5.1,-4.5,13.5,-9.8,10.2,3.6,2.3,7.7,13.9,195.4,62.93,
137,상주,2017-02,1.7,7.6,-3.4,16.2,-7.2,33.5,18.6,2.5,8.1,15.3,208.5,68.5,
137,상주,2017-03,7.3,13.7,1.4,20.7,-3,20.2,13.2,2,9.1,14.5,229.9,61.9,
137,상주,2017-04,15,21.9,8.4,30.8,2.3,60.8,20.2,2,7.1,14.6,245.3,62.24,
137,상주,2017-05,20.2,27.4,13.6,34,7.8,20.2,9.9,1.8,6.4,13.9,282.4,64.55,
137,상주,2017-06,23.4,30.5,17.3,36.6,11.7,63.4,35.3,1.5,5.4,11.1,261,59.58,
137,상주,2017-07,26.5,31.2,23.1,35.3,17.9,404.8,133.6,1,5.2,11.1,138.6,31.12,
137,상주,2017-08,25.2,30.1,21.6,35.7,15.1,158.4,39.1,1,5.7,15,187.3,44.69,
137,상주,2017-09,20.1,26.5,14.7,29.7,7.1,102.7,52.9,1,4.5,9.9,207,55.56,
137,상주,2017-10,14.9,21,10.2,27.7,.1,54.6,16.5,1,5.7,11.3,155.5,44.54,
137,상주,2017-11,6.4,12.6,.8,21.7,-5.4,4.1,2.1,1.7,7.4,14.5,204,66.23,
137,상주,2017-12,-.7,4.5,-5.2,11.1,-11.2,20.4,15.7,2.4,8.3,16,193.3,64.05,
137,상주,2018-01,-2.3,2.6,-6.5,10.6,-14.9,24,12.3,2.4,8.4,14.6,191.9,61.88,
137,상주,2018-02,0,6.2,-5.5,15.3,-13.2,36.9,33.4,2.3,7.8,13.6,198.4,65.22,
137,상주,2018-03,8.5,15.2,2.5,25,-4.9,123.1,29.6,2,10.7,21.3,198.1,53.4,
137,상주,2018-04,14.3,21.1,7.4,32,.7,141.4,37.3,1.9,8.1,14.6,236.6,60.08,
137,상주,2018-05,18.7,24.8,12.9,32.2,6.3,105.1,26.6,1.4,8.9,15.9,211.9,48.46,
137,상주,2018-06,23.3,29.2,18.2,35.2,12.8,76.9,56.7,1.3,4.5,9.5,205.2,46.84,
137,상주,2018-07,27.3,32.5,23,38,15.7,131.3,49.3,1,4.1,7.6,245.8,55.17,
137,상주,2018-08,27.5,33.5,22.9,38.5,16.6,342.8,83.9,1.1,5.6,13,210.3,50.14,
137,상주,2018-09,20,25.2,15.5,29.6,8,133.8,59.9,1,5.4,10.4,158.9,42.62,
137,상주,2018-10,12.5,19.1,7.2,25.5,2.2,180.3,91.6,1.3,5.7,11.3,202.8,58.04,
137,상주,2018-11,7.3,13.9,1.9,21.1,-3.3,29.8,23.2,1,6.7,13.5,156.1,50.67,
137,상주,2018-12,.4,5.6,-4.1,14,-12.8,31.8,16,2,8.3,13.9,185.1,61.33,
138,포항,2010-01,1.8,6.5,-2.2,15.5,-7.4,16,8,2.5,8.8,17.4,220,70.74,332.04
138,포항,2010-02,5,9.1,1.6,22.4,-5.3,67.7,18.5,2.2,7.6,14.8,154.2,50.64,294.95
138,포항,2010-03,7.4,11,3.8,25.5,-1.2,75.7,21.5,2.4,8.8,20.5,117.7,31.72,345.35
138,포항,2010-04,11.5,15.9,7.4,23,2.4,54.7,16.5,2.5,8.2,18.9,175.6,44.65,507.04
138,포항,2010-05,18.2,22.9,14,31,8.6,123.2,41,2.2,7.9,14.6,216.4,49.59,627.88
138,포항,2010-06,22.7,26.7,19.3,34.2,12.6,42.3,21,1.6,7.2,10.5,240.4,54.99,663.34
138,포항,2010-07,26.4,29.8,23.5,34.9,19.4,148.5,86,2.2,6.7,12.8,184.2,41.43,569.38
138,포항,2010-08,27.9,31.6,24.9,35.7,22.5,193,63.5,1.9,7.1,15.8,176.4,42.11,515.94
138,포항,2010-09,22.9,26.9,19.5,33.3,13,133,48.5,1.8,6.1,12.7,166.9,44.78,443.21
138,포항,2010-10,17.3,21.1,14,25.7,5.4,37.8,15,1.8,4.9,10.9,173,49.44,393.56
138,포항,2010-11,10.2,15.5,5.5,20,.6,10,10,2.2,8.1,20.1,236,76.38,357.1
138,포항,2010-12,4.1,8.7,-.1,19.4,-8.7,25.5,23.5,2.5,9.5,21.7,201.3,66.55,285.18
138,포항,2011-01,-1.6,3.1,-5.6,9.2,-12.7,27.1,27,2.8,8.5,20.8,235.9,75.9,354.96
138,포항,2011-02,5,9.1,1.5,20,-5.2,103.5,32.5,1.9,5,14.7,148.6,48.83,290.94
138,포항,2011-03,7.4,12.8,2.7,20.9,-2.6,15,13,2.4,7.4,16.6,266.3,71.82,565.33
138,포항,2011-04,13.4,18.8,8.7,27.8,2.6,105,44,2.4,9.1,17.9,223.3,56.8,570.33
138,포항,2011-05,17.6,21.9,14,29.3,10.2,145.2,65,2.2,8.6,16.7,175,40.13,547.51
138,포항,2011-06,22.8,27,19.3,34.6,14.6,171.4,99,2.2,9.4,20,187.1,42.8,594.71
138,포항,2011-07,25.6,29,23,35.1,19.4,188.3,110.5,2.1,7.8,17.1,155.4,34.94,544.07
138,포항,2011-08,25.8,28.6,23.5,33.9,19.3,97.2,51.5,1.8,8.5,15.2,128.3,30.61,441.31
138,포항,2011-09,22.5,26,19.4,31.5,13.6,34.8,18.5,2,6.1,17.9,156.6,41.98,423.61
138,포항,2011-10,16.5,21,12.5,28,5.3,92,42.5,1.9,5.5,13.9,206.5,58.97,412.25
138,포항,2011-11,13,16.8,9.7,22.3,.6,73.7,25.5,1.9,7.9,17.2,124.6,40.32,244.06
138,포항,2011-12,3.7,7.9,.3,13.2,-5.8,36.7,17.5,2.5,7.1,16.5,186,61.47,287.35
138,포항,2012-01,2.2,6.3,-1.3,10,-7.1,67.5,33,2.3,7,15.3,196.9,63.35,308.78
138,포항,2012-02,2.2,6.7,-1.7,15.1,-11.5,6.5,3,2.2,6.8,16.1,176.1,55.8,358.68
138,포항,2012-03,8,11.8,4.3,21.4,-2.7,116.9,25.5,2.4,7.7,18.3,176,47.36,429.95
138,포항,2012-04,15.1,20.3,10.3,30.4,2.9,127.8,76,2.6,8.5,22.4,229.2,58.19,587.12
138,포항,2012-05,19,23.1,15.4,31.4,12,34.6,25.5,1.9,8.3,18,217.7,51.47,611.64
138,포항,2012-06,21.6,24.9,19.1,31,15.5,70.7,28.5,1.8,7.3,11.6,152.6,34.9,541.95
138,포항,2012-07,26.5,30.1,23.5,36.8,19.6,209.8,55,1.8,7.3,12.2,172.3,38.77,542.89
138,포항,2012-08,26.6,29.7,24.2,34.2,19.5,226.8,89,2,12.7,20.8,118.2,29.19,411.02
138,포항,2012-09,21.5,25.2,18.3,30.4,13.4,353.4,141,2,12.7,19.9,175.4,47.13,444.12
138,포항,2012-10,16.8,21.7,12.5,26.7,7.7,21.5,11,2,7.5,14,243.6,69.76,441.98
138,포항,2012-11,9,13.7,4.9,18.8,-.2,50.2,21.5,2.4,7.5,13.6,199.2,64.63,318.41
138,포항,2012-12,1.1,5.2,-2.6,12,-9.4,48,23,2.7,8,15.1,182.4,60.26,265.06
138,포항,2013-01,.9,5.6,-3,14.5,-10.1,33.8,20.5,2.6,7.3,15.5,207.5,66.66,305.53
138,포항,2013-02,3.5,8.5,-1,18.3,-12.3,19.5,7.5,2.3,7.4,12.1,182,59.67,345.39
138,포항,2013-03,9.7,15.7,4.4,26.9,-1.9,69.1,35.5,2.5,7.7,13.1,219.2,59.05,493.47
138,포항,2013-04,12.3,17.6,7.6,28.7,3.3,71,31.5,2.6,7.6,14.1,221.6,56.3,556.02
138,포항,2013-05,19,24.6,14.6,32.5,8.1,87.5,32,2.4,7,12,236.4,54.13,640.74
138,포항,2013-06,22.1,25.5,19.7,34,15.7,60.3,21.5,1.6,6,10.5,164.1,37.53,549.38
138,포항,2013-07,28.4,32.6,24.8,36.6,21.5,165.5,119,2.6,7.8,12.9,185.3,41.69,567.11
138,포항,2013-08,28.8,33.1,25.2,37.6,21.5,85,30.5,2.5,7.7,13.5,245.1,58.57,513.17
138,포항,2013-09,22.6,25.9,19.5,32.4,14.6,66.9,36.8,2.4,8.9,12,181.8,48.82,372.29
138,포항,2013-10,17.7,21.4,14.1,26.5,7.8,204.4,115.5,2.8,11,15.6,173.9,49.74,301.5
138,포항,2013-11,9.5,14.1,5.5,22.1,-2.8,22.7,17,2.8,8.6,13.5,227.6,73.8,290.97
138,포항,2013-12,4,8.5,.2,14.5,-5.5,19.5,11.1,2.8,7.9,12.4,207.9,68.7,244.71
138,포항,2014-01,3.4,8.5,-.6,15.9,-6.3,15,10.7,2.6,7.1,11.1,221.6,71.25,279.28
138,포항,2014-02,4.5,8.1,1.1,21.5,-6.3,117.6,20.3,3,8.8,13.4,110.8,36.39,206.64
138,포항,2014-03,9.2,14,4.8,25.9,-1.5,129.9,35.4,2.7,8.7,15.2,199.5,53.76,380.05
138,포항,2014-04,14.4,19,10.2,27.6,3.9,121.6,43.1,2.9,7.6,11.4,213.6,54.31,462.78
138,포항,2014-05,20,25.4,15.1,34.2,9.1,20.4,13.9,2.9,9.2,14.5,298.2,68.33,625.57
138,포항,2014-06,21.5,24.7,18.8,32.5,14.9,88.4,33.8,2.6,6.3,10.5,144.1,32.96,417.5
138,포항,2014-07,25.9,29.6,22.9,36,19.2,90,48.8,2.5,7.6,12.6,202.3,45.5,494.52
138,포항,2014-08,23.9,26.5,21.7,33.8,18,453,90.9,2.4,7.5,11.9,108.9,26,331.92
138,포항,2014-09,21.9,25.3,18.6,31.5,14.8,116.8,71,2.2,8,11,197,52.86,397.81
138,포항,2014-10,16.9,20.9,13.3,25,9.3,127.9,39.5,3.1,10.5,14.8,216.6,61.9,
138,포항,2014-11,11.3,15.7,7.4,20.2,1,49.5,25.3,2.3,9,14.2,184.2,59.61,
138,포항,2014-12,1.7,6.2,-2.2,13.3,-8.3,7.9,5.2,3,8.8,14.2,214.8,71.01,
138,포항,2015-01,3,7.1,-.8,12.8,-5.9,24.1,7.5,2.6,7.3,11.7,139.1,63,66.84
138,포항,2015-02,4.2,8.7,.1,15.6,-9.3,12,4.8,2.7,7.5,11.8,183.8,60.38,261.54
138,포항,2015-03,8.8,13.9,4,23.9,-5.4,50,47.4,2.9,8.2,13,272.3,73.44,440.84
138,포항,2015-04,13.6,18.3,9.5,30,4.1,116.3,35.3,3,8.2,15.5,179.3,45.61,368.43
138,포항,2015-05,20.2,25.4,15.3,32.2,10.6,30.6,7.8,2.8,9,14.9,291.4,66.82,568.5
138,포항,2015-06,21.1,25.1,17.9,31.8,12.7,102.5,44.6,2.5,5.9,10.6,173.4,39.67,421.85
138,포항,2015-07,24.4,27.4,21.7,37,17.5,132.3,57.7,2.7,8.2,13.3,193,43.4,432.91
138,포항,2015-08,26,29.6,23.1,37.5,19.5,143.6,83.4,2.5,11.7,16,210.7,50.27,441.09
138,포항,2015-09,21.3,24.3,18.4,29.3,15.1,105.7,23.5,2.8,9.7,13,200.7,53.81,369.28
138,포항,2015-10,16.9,21.5,12.8,25.9,4.1,28.3,23.9,2.5,8.2,12.8,257.7,73.59,363.36
138,포항,2015-11,12.2,15.4,9.4,22.4,0,133.3,31.6,2.6,10,13.1,100.3,32.46,158.95
138,포항,2015-12,6.3,10.1,3,15.5,-4,40.8,24.3,2.5,8.9,14.6,151.6,50.1,181.26
